filename,width,height,class,xmin,ymin,xmax,ymax
20090605.072459.01.19.570.16.png,460,460,frontgust,330,220,359,343
20090605.095401.01.19.570.15.png,460,460,frontgust,269,137,290,235
20090605.095401.01.19.570.16.png,460,460,frontgust,260,271,290,318
20090605.095401.01.19.570.18.png,460,460,frontgust,287,239,306,303
20090605.095401.01.19.570.18.png,460,460,frontgust,244,153,280,211
20090605.095401.01.19.570.20.png,460,460,frontgust,247,167,268,205
20090605.095401.01.19.570.20.png,460,460,frontgust,300,230,318,275
20090605.095401.01.19.570.21.png,460,460,frontgust,299,215,320,258
20090605.095401.01.19.570.33.png,460,460,frontgust,168,219,187,304
20090605.095401.01.19.570.34.png,460,460,frontgust,173,232,186,289
20090605.095401.01.19.570.34.png,460,460,frontgust,174,144,192,210
20090605.095401.01.19.570.35.png,460,460,frontgust,178,253,216,320
20090605.095401.01.19.570.35.png,460,460,frontgust,167,154,185,221
20090614.112400.01.19.570.24.png,460,460,frontgust,139,142,161,233
20090614.112400.01.19.570.25.png,460,460,frontgust,138,160,156,238
20090614.112400.01.19.570.27.png,460,460,frontgust,127,196,157,272
20090614.112400.01.19.570.7.png,460,460,frontgust,306,219,325,298
20090614.112400.01.19.570.8.png,460,460,frontgust,307,206,330,277
20090614.112400.01.19.570.9.png,460,460,frontgust,304,193,333,260
20090701.100000.01.19.570.10.png,460,460,frontgust,189,189,201,239
20090701.100000.01.19.570.11.png,460,460,frontgust,185,197,201,249
20090701.100000.01.19.570.13.png,460,460,frontgust,181,216,201,263
20090701.100000.01.19.570.14.png,460,460,frontgust,181,224,206,262
20090701.100000.01.19.570.29.png,460,460,frontgust,260,213,276,267
20090701.100000.01.19.570.9.png,460,460,frontgust,188,184,207,229
20090826.115401.01.19.570.26.png,460,460,frontgust,217,154,234,216
20090826.115401.01.19.570.27.png,460,460,frontgust,207,139,221,221
20090826.115401.01.19.570.6.png,460,460,frontgust,208,251,235,328
20090826.115401.01.19.570.7.png,460,460,frontgust,219,240,242,336
20100617.180733.01.19.570.10.png,460,460,frontgust,205,167,225,219
20100617.180733.01.19.570.11.png,460,460,frontgust,201,150,218,219
20100617.180733.01.19.570.11.png,460,460,frontgust,214,259,240,317
20100617.180733.01.19.570.12.png,460,460,frontgust,191,156,210,228
20100617.180733.01.19.570.12.png,460,460,frontgust,221,260,251,317
20100617.180733.01.19.570.24.png,460,460,frontgust,257,195,273,258
20100617.180733.01.19.570.26.png,460,460,frontgust,252,181,275,257
20100617.180733.01.19.570.28.png,460,460,frontgust,244,184,275,232
20100617.180733.01.19.570.28.png,460,460,frontgust,236,242,252,317
20100617.180733.01.19.570.30.png,460,460,frontgust,253,236,274,307
20100617.180733.01.19.570.31.png,460,460,frontgust,250,232,285,300
20100617.180733.01.19.570.32.png,460,460,frontgust,258,229,289,282
20100617.180733.01.19.570.5.png,460,460,frontgust,184,209,203,258
20100617.180733.01.19.570.6.png,460,460,frontgust,189,205,202,262
20100617.180733.01.19.570.7.png,460,460,frontgust,187,212,203,275
20100617.180733.01.19.570.8.png,460,460,frontgust,189,225,208,281
20100617.180733.01.19.570.9.png,460,460,frontgust,210,150,236,210
20100617.180733.01.19.570.9.png,460,460,frontgust,191,228,212,265
20100629.100601.01.19.570.10.png,460,460,frontgust,257,227,274,271
20100629.100601.01.19.570.11.png,460,460,frontgust,259,219,274,260
20100629.100601.01.19.570.29.png,460,460,frontgust,186,200,203,243
20100629.100601.01.19.570.30.png,460,460,frontgust,186,207,201,250
20100629.100601.01.19.570.31.png,460,460,frontgust,187,217,200,263
20100629.100601.01.19.570.9.png,460,460,frontgust,251,240,262,273
20100706.093344.01.19.570.10.png,460,460,frontgust,195,229,209,279
20100706.093344.01.19.570.10.png,460,460,frontgust,154,123,170,192
20100706.093344.01.19.570.10.png,460,460,frontgust,197,322,215,392
20100706.093344.01.19.570.11.png,460,460,frontgust,137,134,159,205
20100706.093344.01.19.570.11.png,460,460,frontgust,197,240,215,285
20100706.093344.01.19.570.11.png,460,460,frontgust,214,328,247,395
20100706.093344.01.19.570.13.png,460,460,frontgust,214,255,227,296
20100706.093344.01.19.570.13.png,460,460,frontgust,253,320,269,359
20100706.093344.01.19.570.14.png,460,460,frontgust,224,261,235,287
20100706.093344.01.19.570.14.png,460,460,frontgust,270,316,290,345
20100706.093344.01.19.570.25.png,460,460,frontgust,256,219,265,274
20100706.093344.01.19.570.26.png,460,460,frontgust,257,210,270,273
20100706.093344.01.19.570.27.png,460,460,frontgust,255,200,272,261
20100706.093344.01.19.570.28.png,460,460,frontgust,252,189,276,255
20100706.093344.01.19.570.29.png,460,460,frontgust,249,180,264,221
20100706.093344.01.19.570.7.png,460,460,frontgust,195,186,208,248
20100706.093344.01.19.570.7.png,460,460,frontgust,136,301,162,355
20100706.093344.01.19.570.8.png,460,460,frontgust,158,314,173,371
20100706.093344.01.19.570.8.png,460,460,frontgust,191,193,203,265
20100706.093344.01.19.570.9.png,460,460,frontgust,187,202,204,270
20100706.093344.01.19.570.9.png,460,460,frontgust,178,320,196,382
20100706.093344.01.19.570.9.png,460,460,frontgust,168,110,181,182
20100708.022157.01.19.570.10.png,460,460,frontgust,201,109,225,203
20100708.022157.01.19.570.29.png,460,460,frontgust,254,232,272,342
20100708.022157.01.19.570.30.png,460,460,frontgust,261,222,293,333
20100708.022157.01.19.570.31.png,460,460,frontgust,265,202,310,320
20100722.091801.01.19.570.23.png,460,460,frontgust,258,188,276,245
20100722.091801.01.19.570.24.png,460,460,frontgust,253,167,277,235
20100722.091801.01.19.570.25.png,460,460,frontgust,247,159,273,225
20100722.091801.01.19.570.3.png,460,460,frontgust,176,209,203,263
20100722.091801.01.19.570.4.png,460,460,frontgust,187,216,201,270
20100722.091801.01.19.570.6.png,460,460,frontgust,191,229,208,287
20100804.132041.01.19.570.23.png,460,460,frontgust,294,180,309,251
20100805.090001.01.19.570.1.png,460,460,frontgust,189,169,208,224
20100805.090001.01.19.570.2.png,460,460,frontgust,178,173,201,256
20100805.090001.01.19.570.21.png,460,460,frontgust,263,181,283,274
20100805.090001.01.19.570.3.png,460,460,frontgust,179,183,197,266
20100805.090001.01.19.570.5.png,460,460,frontgust,175,199,193,236
20100805.090001.01.19.570.5.png,460,460,frontgust,189,239,202,292
20100805.090001.01.19.570.6.png,460,460,frontgust,170,207,191,237
20100805.090001.01.19.570.6.png,460,460,frontgust,192,240,206,288
20100805.090001.01.19.570.7.png,460,460,frontgust,197,253,222,296
20100805.090001.01.19.570.7.png,460,460,frontgust,168,220,196,250
20100805.114800.01.19.570.1.png,460,460,frontgust,256,251,277,300
20100805.114800.01.19.570.1.png,460,460,frontgust,274,222,288,247
20100805.114800.01.19.570.19.png,460,460,frontgust,186,166,204,204
20100805.114800.01.19.570.2.png,460,460,frontgust,262,248,279,307
20100805.114800.01.19.570.2.png,460,460,frontgust,274,212,286,246
20100805.114800.01.19.570.21.png,460,460,frontgust,173,161,189,256
20100805.114800.01.19.570.23.png,460,460,frontgust,167,192,189,257
20100818.070600.01.19.570.0.png,460,460,frontgust,181,224,197,265
20100818.070600.01.19.570.0.png,460,460,frontgust,164,286,182,320
20100818.070600.01.19.570.1.png,460,460,frontgust,183,211,204,277
20100818.070600.01.19.570.16.png,460,460,frontgust,234,134,252,187
20100818.070600.01.19.570.16.png,460,460,frontgust,259,184,283,243
20100818.070600.01.19.570.17.png,460,460,frontgust,217,134,243,180
20100818.070600.01.19.570.17.png,460,460,frontgust,255,179,280,231
20100818.070600.01.19.570.18.png,460,460,frontgust,204,139,237,186
20100818.070600.01.19.570.18.png,460,460,frontgust,247,178,279,214
20100818.070600.01.19.570.2.png,460,460,frontgust,210,155,244,195
20100818.070600.01.19.570.2.png,460,460,frontgust,187,214,207,275
20100818.070600.01.19.570.20.png,460,460,frontgust,254,187,276,245
20100818.070600.01.19.570.20.png,460,460,frontgust,204,265,249,317
20100818.070600.01.19.570.21.png,460,460,frontgust,218,269,253,319
20100818.070600.01.19.570.21.png,460,460,frontgust,250,185,273,265
20100818.070600.01.19.570.22.png,460,460,frontgust,252,188,271,293
20100818.070600.01.19.570.22.png,460,460,frontgust,230,297,252,319
20100818.070600.01.19.570.24.png,460,460,frontgust,249,185,262,222
20100818.070600.01.19.570.24.png,460,460,frontgust,262,233,277,319
20100818.070600.01.19.570.25.png,460,460,frontgust,267,238,284,313
20100818.070600.01.19.570.25.png,460,460,frontgust,241,184,259,215
20100818.070600.01.19.570.29.png,460,460,frontgust,171,194,201,265
20100818.070600.01.19.570.29.png,460,460,frontgust,156,269,171,301
20100818.070600.01.19.570.3.png,460,460,frontgust,190,177,212,257
20100818.070600.01.19.570.3.png,460,460,frontgust,215,148,239,172
20100818.070600.01.19.570.30.png,460,460,frontgust,169,196,194,313
20100818.070600.01.19.570.31.png,460,460,frontgust,174,205,195,319
20100818.070600.01.19.570.33.png,460,460,frontgust,178,210,196,276
20100818.070600.01.19.570.33.png,460,460,frontgust,200,275,220,334
20100818.070600.01.19.570.34.png,460,460,frontgust,177,212,199,278
20100818.070600.01.19.570.34.png,460,460,frontgust,206,276,237,329
20100818.070600.01.19.570.35.png,460,460,frontgust,178,205,210,287
20100818.070600.01.19.570.35.png,460,460,frontgust,219,283,248,330
20100818.070600.01.19.570.4.png,460,460,frontgust,193,172,211,273
20100818.070600.01.19.570.6.png,460,460,frontgust,182,149,197,232
20100818.070600.01.19.570.6.png,460,460,frontgust,199,238,216,278
20100818.070600.01.19.570.7.png,460,460,frontgust,171,168,203,247
20100818.070600.01.19.570.7.png,460,460,frontgust,205,252,221,279
20100818.070600.01.19.570.8.png,460,460,frontgust,164,159,198,242
20100818.070600.01.19.570.9.png,460,460,frontgust,284,193,325,229
20100818.070600.01.19.570.9.png,460,460,frontgust,267,230,287,269
20100819.122400.01.19.570.16.png,460,460,frontgust,261,212,282,266
20100819.122400.01.19.570.17.png,460,460,frontgust,256,206,284,256
20100819.122400.01.19.570.29.png,460,460,frontgust,200,159,224,221
20100819.122400.01.19.570.31.png,460,460,frontgust,195,167,205,234
20100819.122400.01.19.570.32.png,460,460,frontgust,187,175,203,241
20100819.122400.01.19.570.33.png,460,460,frontgust,181,189,201,243
20100819.122400.01.19.570.34.png,460,460,frontgust,175,192,204,252
20110726.040001.01.19.570.0.png,460,460,frontgust,277,162,292,249
20110726.040001.01.19.570.0.png,460,460,frontgust,255,252,277,287
20110726.040001.01.19.570.17.png,460,460,frontgust,168,215,182,302
20110726.040001.01.19.570.18.png,460,460,frontgust,171,209,185,307
20110726.040001.01.19.570.19.png,460,460,frontgust,172,204,187,279
20110726.040001.01.19.570.2.png,460,460,frontgust,270,183,284,285
20110726.040001.01.19.570.2.png,460,460,frontgust,246,285,268,327
20110726.040001.01.19.570.2.png,460,460,frontgust,244,149,273,179
20110726.040001.01.19.570.20.png,460,460,frontgust,177,186,191,282
20110726.040001.01.19.570.20.png,460,460,frontgust,187,152,207,184
20110726.040001.01.19.570.20.png,460,460,frontgust,193,284,216,314
20110726.040001.01.19.570.21.png,460,460,frontgust,179,159,193,282
20110726.040001.01.19.570.22.png,460,460,frontgust,175,163,189,275
20110726.040001.01.19.570.23.png,460,460,frontgust,167,171,184,252
20110726.040001.01.19.570.24.png,460,460,frontgust,162,182,182,252
20110726.040001.01.19.570.26.png,460,460,frontgust,153,203,172,240
20110726.040001.01.19.570.3.png,460,460,frontgust,269,186,284,315
20110726.040001.01.19.570.4.png,460,460,frontgust,274,207,288,318
20110727.224614.01.19.570.24.png,460,460,frontgust,250,181,276,287
20110727.224614.01.19.570.26.png,460,460,frontgust,237,182,269,252
20110727.224614.01.19.570.26.png,460,460,frontgust,272,255,292,273
20110727.224614.01.19.570.27.png,460,460,frontgust,227,180,259,223
20110727.224614.01.19.570.27.png,460,460,frontgust,264,226,279,255
20110727.224614.01.19.570.3.png,460,460,frontgust,190,193,218,272
20110727.224614.01.19.570.3.png,460,460,frontgust,218,138,230,191
20110727.224614.01.19.570.4.png,460,460,frontgust,205,144,219,214
20110727.224614.01.19.570.4.png,460,460,frontgust,197,215,208,269
20110727.224614.01.19.570.5.png,460,460,frontgust,198,157,213,285
20110727.224614.01.19.570.6.png,460,460,frontgust,187,169,215,279
20110727.224614.01.19.570.7.png,460,460,frontgust,180,180,220,275
20110730.093119.01.19.570.13.png,460,460,frontgust,227,183,238,218
20110730.093119.01.19.570.14.png,460,460,frontgust,216,178,233,218
20110730.093119.01.19.570.16.png,460,460,frontgust,209,182,222,218
20110730.093119.01.19.570.17.png,460,460,frontgust,204,187,217,220
20110730.093119.01.19.570.18.png,460,460,frontgust,198,193,219,223
20110730.093119.01.19.570.22.png,460,460,frontgust,215,178,238,302
20110730.093119.01.19.570.23.png,460,460,frontgust,216,189,227,244
20110730.093119.01.19.570.23.png,460,460,frontgust,221,248,249,293
20110730.093119.01.19.570.35.png,460,460,frontgust,242,243,256,278
20110730.093119.01.19.570.6.png,460,460,frontgust,236,227,249,276
20110730.093119.01.19.570.6.png,460,460,frontgust,211,182,243,220
20110730.093119.01.19.570.8.png,460,460,frontgust,244,230,258,278
20110730.093119.01.19.570.9.png,460,460,frontgust,243,227,263,271
20110809.221801.01.19.570.2.png,460,460,frontgust,196,160,213,191
20110809.221801.01.19.570.20.png,460,460,frontgust,251,260,268,314
20110809.221801.01.19.570.21.png,460,460,frontgust,262,252,275,306
20110809.221801.01.19.570.22.png,460,460,frontgust,268,246,281,299
20110809.221801.01.19.570.23.png,460,460,frontgust,273,234,290,285
20110809.221801.01.19.570.24.png,460,460,frontgust,274,225,295,269
20110809.221801.01.19.570.25.png,460,460,frontgust,273,219,287,247
20110809.221801.01.19.570.4.png,460,460,frontgust,182,162,196,220
20110809.221801.01.19.570.6.png,460,460,frontgust,174,199,188,243
20110819.125706.01.19.570.10.png,460,460,frontgust,215,165,240,227
20110819.125706.01.19.570.24.png,460,460,frontgust,198,245,221,288
20110819.125706.01.19.570.25.png,460,460,frontgust,209,235,225,295
20110819.125706.01.19.570.26.png,460,460,frontgust,212,237,237,310
20110819.125706.01.19.570.27.png,460,460,frontgust,220,245,238,318
20110819.125706.01.19.570.28.png,460,460,frontgust,228,245,249,306
20110819.125706.01.19.570.28.png,460,460,frontgust,195,133,217,196
20110819.125706.01.19.570.29.png,460,460,frontgust,227,246,258,300
20110819.125706.01.19.570.29.png,460,460,frontgust,187,135,201,209
20110819.125706.01.19.570.30.png,460,460,frontgust,171,144,191,214
20110819.125706.01.19.570.31.png,460,460,frontgust,170,168,184,222
